source_row	google_link	google_desc	immich_candidates	immich_desc	match_id	immich_link	confidence	signals	notes
artist-photos.tsv:Sue Foley (again) @ Hamilton Live 3/11/2 ; history/2026.tsv:2026-03-11 Sue Foley	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNoeU1kedn90tmktx6Ds7_QyBosXNVd7jIYqFrr?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Sue Foley (again) @ Hamilton Live 3/11/26  | One Guitar Woman tour for Women's History Month / Sue Foley at Hamilton Live	3ae1a6c7-b9cf-4207-8642-3ac4195521b2		3ae1a6c7-b9cf-4207-8642-3ac4195521b2		3	caption:2026-03-11	
artist-photos.tsv:Danielle Nicole (again) and Brandon Mill ; history/2026.tsv:2026-03-20 Danielle Nicole	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipOtrte7inCSux4IimPmmnQFr_aQjYEZmh1h3CYa?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Danielle Nicole (again) and Brandon Miller (again) @ Hamilton Live 3/20/26 / Danielle Nicole at Hamilton Live	58d5728c-c8c8-4b35-a154-6cfbe418e946		58d5728c-c8c8-4b35-a154-6cfbe418e946		3	caption:2026-03-20	
artist-photos.tsv:ZZ Ward (again) @ Birchmere 3/21/26 ; history/2026.tsv:2026-03-21 ZZ Ward	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipMry9xrJJswLfoqueYuWwF_5V4lLdbtcSMMxxb6?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	ZZ Ward (again) @ Birchmere 3/21/26 / ZZ Ward at The Birchmere	a6a2e93d-a487-421f-95eb-60852083ccf5		a6a2e93d-a487-421f-95eb-60852083ccf5		3	date:2026-03-21|face:date	
artist-photos.tsv:Joanne Shaw Taylor & Shane Saunders @ Ra ; history/2026.tsv:2026-03-28 Joanne Shaw Taylor	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNOMXDgtSn3RohK0dpzHRQ48Tjwdn6sVPrwPJTy?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Joanne Shaw Taylor & Shane Saunders @ Ram's Head 3/28/26 (photobomb, JST doesn't stick around for fan photos) / Joanne Shaw Taylor at Rams Head On Stage	ee12b906-cc2e-4e2f-b274-390596efc46b		ee12b906-cc2e-4e2f-b274-390596efc46b		3	caption:2026-03-28	
artist-photos.tsv:Selwyn Birchwood (again) @ Collective En ; history/2026.tsv:2026-03-29 Selwyn Birchwood	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipN8EZU803eHqZBNwFkvYlSGAqDGOgUgdYq0GMFN?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Selwyn Birchwood (again) @ Collective Encore 2026-03-29 / Selwyn Birchwood at Collective Encore	d0ccc26b-cc03-4e5f-89f2-af619bf2dbff		d0ccc26b-cc03-4e5f-89f2-af619bf2dbff		3	date:2026-03-29|face:date|caption:2026-03-29	
artist-photos.tsv:Jake Xerxes Fussell (again) @ Union Stag ; history/2026.tsv:2026-04-11 Jake Xerxes Fussell	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipPo3JvhfhOuYwLhI5JQz_BA5I9MTw2fjBlnDlXH?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Jake Xerxes Fussell (again) @ Union Stage 4/11/26 / Jake Xerxes Fussell at Union Stage	38d02275-b49e-417c-8ac5-791e3ef7ebb8		38d02275-b49e-417c-8ac5-791e3ef7ebb8		3	caption:2026-04-11	
artist-photos.tsv:Margaret Glaspy @ 9:30 Club 4/12/26 supp ; history/2026.tsv:2026-04-12 Glen Hansard	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipOXCDUEvViNlpnBuXjcU0pTUkJ_yuVdAH2Df6fm?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Margaret Glaspy @ 9:30 Club 4/12/26 supporting Glen Hansard / Glen Hansard at 9:30 Club	cda2990b-be6c-4dac-8f9e-a6c54e649dcf		cda2990b-be6c-4dac-8f9e-a6c54e649dcf		3	date:2026-04-12|caption:2026-04-12	
artist-photos.tsv:Tommy Castro @ Rams Head 4/19/26 - he lo ; history/2026.tsv:2026-04-19 Tommy Castro & the Painkillers	https://photos.google.com/share/AF1QipNJs-TrAIl_v4dGfJX5Z23mmGkJ2dpInetPhDFdQ98aKRVp9gUCbE40khJYl6_PMg?key=UWhyMmFyaHdyTkF3MlZZUDFCTExwOGY0Z2l6VVpn	Tommy Castro @ Rams Head 4/19/26 - he looked at my T-Shirt and said "You've got good taste. I love those kids" (he's 71) / Tommy Castro & the Painkillers at Rams Head On Stage	473d37b3-b71a-4c0c-abe2-5fb2ee0e6ffe		473d37b3-b71a-4c0c-abe2-5fb2ee0e6ffe		3		
artist-photos.tsv:Ally Venable (again) @ Rams Head 4/20/26 ; history/2026.tsv:2026-04-20 Ally Venable Band	https://photos.google.com/share/AF1QipPN2B_9OYxDWTHSrS8L1utWzZ-kPgffhN73nOLsNyoFte6FSVrKyPS3ha1k2l6E2Q?key=ODhJVDJPUWZUZUM3bXRiX1lMV0czNzRrV19wSkZn	Ally Venable (again) @ Rams Head 4/20/26 / Ally Venable Band at Rams Head On Stage	fb8a4bcf-bc09-4fbc-bb21-f691e347ba11		fb8a4bcf-bc09-4fbc-bb21-f691e347ba11		3	date:2026-04-20	
artist-photos.tsv:Vanessa Collier (again) @ Collective Enc ; history/2026.tsv:2026-05-09 Vanessa Collier	https://photos.google.com/share/AF1QipMBSojN8h9_a9v6DCdQGLkBJ9VK6eccsc5c0hDzH-kfgy4HMY_DgP_4GMDfegc8lA?key=TjJORnNzaF9OX0R1XzJSekZ6YXB5T2wtelllRW1B	Vanessa Collier (again) @ Collective Encore 5/9/26 / Vanessa Collier at Collective Encore	44d57980-4b14-4ad5-a84c-24411b7585fa		44d57980-4b14-4ad5-a84c-24411b7585fa		3		
artist-photos.tsv:The Lone Bellow (again) @ The Birchmere  ; history/2026.tsv:2026-05-14 The Lone Bellow	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipNvPTB2PuFyYcF4gdA3SAV-NB5KG2kw-bDBEjJ7?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	The Lone Bellow (again) @ The Birchmere 5/14/26 / The Lone Bellow at The Birchmere	bb9360ef-e661-4cce-a6f7-ae7568bcf2d2		bb9360ef-e661-4cce-a6f7-ae7568bcf2d2		3	date:2026-05-14|caption:2026-05-14	
artist-photos.tsv:Gabe Stillman @ JV's Restaurant 5/17/26 ; history/2026.tsv:2026-05-17 Gabe Stillman	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipO2I_fEysmRQoCAvK6eA6085MBk_jQJ2P6zvgH1?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Gabe Stillman @ JV's Restaurant 5/17/26 / Gabe Stillman at JV's Restaurant	456060df-6065-4861-bec9-030f41a97da5				2	date:2026-05-17|caption:2026-05-17	
artist-photos.tsv:Jackie Venson (again) @ New Spire Arts 6 ; history/2026.tsv:2026-06-04 Jackie Venson	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipOu6Z0aKjrRPvJKoAgr-5vP_RYntkBqZGcw16eW?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Jackie Venson (again) @ New Spire Arts 6/4/26 / Jackie Venson at New Spire Arts	c2b0ff98-72e4-4b03-a093-4b7355221f1e		c2b0ff98-72e4-4b03-a093-4b7355221f1e		3	date:2026-06-04|caption:2026-06-04	
artist-photos.tsv:Meghan Parnell (again) of Bywater Call @ ; history/2026.tsv:2026-07-14 Bywater Call	https://photos.google.com/share/AF1QipNwu1KEAQX-fJ_ma6C1TQ3T-MPdYb7eTx1wV00haRe585P7y25_vSDFruIsMhFpHA/photo/AF1QipO1R6of37p1v-5B6MvMNhQh1TPDaARzoHrFI7BB?key=cWhvRnlpQXdoaG52aTFwTjQ5LUNGMFBTeGk3Z2Zn	Meghan Parnell (again) of Bywater Call @ Collective Encore 7/14/26 / Bywater Call at Collective Encore					1	date:2026-07-14	
artist-photos.tsv:Trombone Shorty & Orleans Avenue @ Wolf  ; history/2026.tsv:2026-07-18 Trombone Shorty & Orleans Avenue	https://photos.google.com/share/AF1QipMoxHT7RCDEjuEcg6oGD2qF-0s_gsOwGb6qRyDPBzREsLe8eAHt7b-MkJqZMOQcAg/photo/AF1QipPJXCdU1ar4_7un3LyxcSmPLD8UK1_k12VOTGkp?key=anM0VlNPcU1MdGRMZGNHbEV3R3FqaTBHWGY0cnFR	Trombone Shorty & Orleans Avenue @ Wolf Trap 7/18/26 / Trombone Shorty & Orleans Avenue at Wolf Trap Filene Center					1	date:2026-07-18	
artist-photos.tsv:Sabine McCalla @ Jammin' Java 8/8/26 ; history/2026.tsv:2026-08-08 Anna Moss	https://photos.google.com/share/AF1QipO38o4Mp4oTU08prnW0YodHQBOspm5wQY6yPl0618u68Pk8xPMpOPoEmXuLnbinDw?key=MXpVMDQtMFJpSnE2Q1k4U3NGR01ZY1ZiVXFrTkln	Sabine McCalla @ Jammin' Java 8/8/26 / Anna Moss at Jammin' Java	8ba03678-b2bf-442c-8dfa-1fa1ae6bb6ff		8ba03678-b2bf-442c-8dfa-1fa1ae6bb6ff		3		
artist-photos.tsv:Tierinii Jackson of Southern Avenue (voi	https://photos.google.com/share/AF1QipP4okVC1dmhqdFQYCtG3Dj-otlovPIhuxi8S9rjFspfU8mSkx37ZdTa5t9qxizuEQ?key=R212M2hVVFV0bU56YVU0aXRPdExuR01yUkRvOFJ3	Tierinii Jackson of Southern Avenue (voice) - Ram's Head On Stage 8/12/26	7c1a66bb-8766-4fdf-af82-6924e48f82c9		7c1a66bb-8766-4fdf-af82-6924e48f82c9		3		
artist-photos.tsv:Ori Naftaly of Southern Avenue (guitar) 	https://photos.google.com/share/AF1QipOFZKlGi4JjLmIpWgUy0WwDbmKqagYFw1BQrtDozv3nx4gA_GKyvfhFwZbQNxyShA?key=SlZfZm1qbWFLdk12VWQ1Z01oOU9sSnRGQWVqRlNR	Ori Naftaly of Southern Avenue (guitar) - Ram's Head On Stage 8/12/26	a5930d8b-3b02-4ad2-a9c5-bd05b8fbdeb5		a5930d8b-3b02-4ad2-a9c5-bd05b8fbdeb5		3		
history/2023.tsv:2023-09-13 Sonny Landreth	https://photos.google.com/share/AF1QipOw7Psbhp59aYEXFb9AzuQ978EHbRUhRWpytn0Ohs9iHaCfrvSvuevLe657osgx7w?key=RnpURl9uaW5fNHl5ajFTM0s3NUpiX3FOSzN5cklR	Sonny Landreth at The Hamilton Live, Washington, DC, USA	9ed4b563-da3d-462d-b505-2219d8c90331		9ed4b563-da3d-462d-b505-2219d8c90331		3		
history/2026.tsv:2026-08-12 Southern Avenue	https://photos.google.com/share/AF1QipPdPKZ3VllM1OfUH6zKuqPJZ-4wu5ld7KaUK1QjJzYuVxnPLGGegG9esml3MTAS-A?key=ME9qTzc5cWNBN0FERUluWVlmd0ltSjQxQ2ktTS1R	Southern Avenue at Rams Head On Stage	394b8b7d-7e56-4fb9-8305-32682efa89e3				1	date:2026-08-12	
item_log.tsv:1	https://photos.google.com/share/AF1QipPRbnfaNP165w03nX7P8rnPTpCNItgLBGhhOfysFy1IO1DHbMPqtdsuyoEi-B8SUg?key=R3pjY1hGM2Y5ekN1eUhIOHpuZzRtMjJZQ0FzTURB	ZZ Ward vinyl (Liberation LP)	aee81a12-643e-4f5f-b7f4-59f3192749fd		aee81a12-643e-4f5f-b7f4-59f3192749fd		3	date:2026-03-21|face:date	
item_log.tsv:2	https://photos.google.com/share/AF1QipMOlsHS8RNJxItO27zf-ZQ0_mxIA0uw9nsCJChvDfRrStJaqbEc-KLqgMTRXX3fmQ?key=NHlxOVYzdUtjdXhnVUhBcUM2NWV4dk5LaEsxakJn	Selwyn Birchwood CD (Electric Swamp Funkin' Blues)	d0ccc26b-cc03-4e5f-89f2-af619bf2dbff;4cf09a03-47c0-461e-b850-f0c927385994;136bbc96-ffb8-4545-ad90-8ab47ed5f4da;24de19f0-9e2b-4904-98fe-37c42d25d6f2;eeb058d3-8117-4153-a1be-2cfe39203bc2				2	date:2026-03-29|face:date	
item_log.tsv:3	https://photos.google.com/share/AF1QipO4GqKHizo7Oh1m1DcFqGChcpGXEoKuzJzSkzMQBq6se4eQAGA_7b4NNZlWqTOing?key=Q1lWeFpLQk9HZ2dNNG9tNTZReGsyYmloMUFReXFn	Tommy Castro CD (Closer to the Bone)	5352d0db-eb35-496f-a9b2-27fe511a19c6		5352d0db-eb35-496f-a9b2-27fe511a19c6		3		
item_log.tsv:5 ; item_log.tsv:6 ; item_log.tsv:7	https://photos.google.com/share/AF1QipOIyxv4wZZHFsmlPAkbh8X77xC2SaadD4vYer7gLxu2Z9Ioo0c6BsfxkbnCHZwIGQ?key=SldmamVFM3IxMHFoY0FSY2VxeW5wVFFZeGtzMkpB	Zach Williams portrait print / Kanene Pipkin portrait print / Brian Elmquist portrait print	28db4007-980d-4ca6-b706-f725e3fa3a2c		28db4007-980d-4ca6-b706-f725e3fa3a2c		3	date:2026-05-14	
item_log.tsv:8 ; item_log.tsv:24 ; item_log.tsv:25	https://photos.google.com/share/AF1QipNdjbepABJkPTjOb-X1T2PyvIgpR_iTtLB7XoF47th38ODdwP8F09cZX0gbFVYcJg?key=cXZmZGphUHJXeEhGX05xZmItMVhBUVBqM3hsWndR	Zach Williams poster (2026 tour) / Kanene Pipkin poster (2026 tour) / Brian Elmquist poster (2026 tour)	e5616313-1153-4f85-bfa4-0cdb12dc3fe9;bb9360ef-e661-4cce-a6f7-ae7568bcf2d2;2333eb0f-2d21-4fc0-9905-04fa17baa510;5207fd09-8fce-4b66-af45-55d057e91238;8d1ebe12-cb01-4951-9214-708a64e54b94;003ea3c5-55cb-4041-a164-741cbca8b9e6;5b134acc-523a-4f45-b1e1-4a178b073752				1	date:2026-05-14	
item_log.tsv:12 ; item_log.tsv:13 ; item_log.tsv:14 ; item_log.tsv:15	https://photos.google.com/share/AF1QipNTakvZ6m1PdFylSz0OIZlfWt6sUjMiPfFC_LsAb7JaghL2PL5t1vw0SVcbXvX4Ow?key=XzBRMWlTVjFMOVo0RXNfTWJkRG1nYkJ3ZlgzY3hB	Ori Naftaly poster (show poster) / Tierinii Jackson poster (show poster) / Ava Jackson poster (show poster) / Tikyra Jackson poster (show poster)	000e8dc3-75ba-4250-a85f-f656278594b1		000e8dc3-75ba-4250-a85f-f656278594b1		3	date:2026-08-12	
item_log.tsv:16	https://photos.google.com/share/AF1QipP1Ij6dIlZArWXqpr291x2w5tyq9z-BL4-YKZzIu2o4VrZX_7DiInE8fFa5FdPm6g?key=VGZDb2FFc3dkLS1QX1V3dkFOTW1TWVNDTF8xRVVR	Christone 'Kingfish' Ingram pick	51b7a92e-1848-4e23-95f2-704d26d5b9c9		51b7a92e-1848-4e23-95f2-704d26d5b9c9		3	date:2024-06-27	
item_log.tsv:17	https://photos.google.com/share/AF1QipPw9hfa1dk63jV8h14WDXXEcjS9bHwel0QQazROfhUVhvMjQRDdI0dtvXd3QwMxuw?key=QnBSVXVLdHZIdjh5TlNkeGFrUkZ1ZXdYeUJsYWZn	Christone 'Kingfish' Ingram pick	7e14c4e1-e05d-4ad4-af9a-2ef7a143a200				0		
item_log.tsv:18	https://photos.google.com/share/AF1QipMRZTOTfUMTFddiLFxbfb0d2nEUOhDNmWVP5wkz_Y6PGKjpzFybLgpi6alhi0OKwg?key=dG5rQWNmU3diRXZwTDk2cU9CWU5HMlM5SmJmMXRR	Slash pick	e3633fc7-be3d-47e4-835e-b352f6dbee26		e3633fc7-be3d-47e4-835e-b352f6dbee26		3	date:2024-08-07	
item_log.tsv:19	https://photos.google.com/share/AF1QipOG1q_MnfaC7ITBIiJ8Du6wXG2PDoiWEJsMkROE2KxPy1ZnkYKnsUGZu_s7wrHP4w?key=U2M1d2xIVGhYTGRIUE1za2NqbEdtYmhLRW5DNDdR	ZZ Ward pick	96699f5c-8a82-412b-8c2e-9ec79ff46ec5;aee81a12-643e-4f5f-b7f4-59f3192749fd;68eb737c-ca25-4956-a6e5-c797abd2975a;a6a2e93d-a487-421f-95eb-60852083ccf5;f8a8f081-fbb7-4ac6-9774-f510d0a8315c				2	date:2023-09-08|face:date	
item_log.tsv:20	https://photos.google.com/share/AF1QipO7cMlYoiydYwQjrMNCfphv8vX7gHUZACyqiiOW5n5W9yJVYucWR779ojK-TmGSYQ?key=M0xnLTRpSHVKVWdtemhoVGJlUjRtRmoyZi1vUVFB	Sue Foley poster (One Guitar Woman)	3c7046d0-4b2d-432d-b937-b1e4d6c985ff		3c7046d0-4b2d-432d-b937-b1e4d6c985ff		3	ocr-name	
item_log.tsv:21 ; item_log.tsv:22 ; item_log.tsv:23	https://photos.google.com/share/AF1QipN3MlSSZ4A-UXDkBpXnHE9OYgKza-ch6iX1cq44ijnlJCnfFE9YJuqVQAPPSeBD0A?key=Ymp4SXhMQXo4SlF3RXVkOHFJcWh2aHNXaVBoR0Zn	Zach Williams poster (2025 tour) / Kanene Pipkin poster (2025 tour) / Brian Elmquist poster (2025 tour)	6f96dfd7-9a23-4a96-a5c5-97fc66cc49d7				1	date:2025-11-14	
item_log.tsv:73	https://photos.google.com/share/AF1QipNR4XH4rp3M0TVDhko6qsiHxlbjTVzB2qDEYanwUvGvZfEr5zL93fZRBoIhdDHwFw?key=aV9BRmROU19WMGpMVFZQLTVYaHEtallsSkxLQ1hn	Anthony Gomes CD (Praise the Loud)	14da19a9-9ff9-4d06-87b7-0771c022612f		14da19a9-9ff9-4d06-87b7-0771c022612f		3	date:2026-06-05	
item_log.tsv:75	https://photos.google.com/share/AF1QipPG0OO6zAcjA32cw3uI_3Jg06VHNuLS7xpRYe8CiHaScpOSTIy8Fj5YhIR-KO3Egw?key=THNQYUNLWW9JVlEwSnhMSVg2aFpvNWZwSVdJT0pR	Amythyst Kiah CD (Still & Bright)	24554efa-e0fe-455e-90de-ade4ae113639		24554efa-e0fe-455e-90de-ade4ae113639		3	ocr-name	
item_log.tsv:76	https://photos.google.com/share/AF1QipPjGX7pI-ojqE8oxTtaV-Rx3KryKZArU1n-jS44B2nHYjcpO5P42SAHc-B1peI5Zg?key=LTEyX2dEbEt1aGhmMU9USHFrbTh3VmVlcmMwVUVn	Margaret Glaspy CD (Devotion)	b078371c-fc07-47b5-a534-7b490e2e7997		b078371c-fc07-47b5-a534-7b490e2e7997		3	date:2026-04-12|ocr-name	
item_log.tsv:77	https://photos.google.com/share/AF1QipN0kmmwDnL6KerYTq5BYXZM-Dxyt5mfKsV0NF4dpn298AEhNKdnwyBCm2-jF0fubQ?key=cUZxck5zamF2WWd0X0ZicGRLeFQyc3hWR0xSN0NB	Matteo Mancuso CD (The Journey)	ac73255e-89a3-4e21-8e34-62312db640bc				0		
item_log.tsv:78	https://photos.google.com/share/AF1QipP6VWMFTEm18uJFUGmTCPq1qMiibsOekwybTdWUQUfwDHbFEBxrCr5HjX6H-xmTDQ?key=dkFybE9Ua2ZZbmJJb3VFNDVESWZmMTVETkdGM293	Samantha Fish setlist (printed)	f2fca827-faf3-4b77-bd35-0c9c166db96f				1	ocr-name	
item_log.tsv:79	https://photos.google.com/share/AF1QipPKHAATyv31gdtrFY8lkrJmk5PNvQQbgyH9Ai8g-AnvfV_6UQRESomCd1Ez2viYeA?key=RURXdkt4aXZKVjFqLW1fT3Axc05LNkFFUjlsSjVR	Mike Zito setlist (printed)	a54593ab-450d-4f4b-9a6c-0cb31b99ebe7;b2999553-1fbb-40e9-8ac3-e2917191da74				0		
item_log.tsv:80	https://photos.google.com/share/AF1QipMu85ukiIxQ4lFyTZFB2CHZ53nUM5hmmtBB9_YQ2M6q8exi1Awy0ztJkU4rZoVSzA?key=bm9oMU1QeWlxZ3MtOVNaQm9fbFI1OVdBZTNKYWRR	Suzanne Vega setlist (printed)	80601a56-4ecf-4068-8e63-283963cf8df1;f22b258c-a958-4d30-b187-f2990fe98182				1	ocr-name	
item_log.tsv:81	https://photos.google.com/share/AF1QipP9ZgHflfWm_8fX8aOqK5FCRPzE-dJhAvGq35TvOJ74CXFJLNgM5FYl-YjGgxMzsg?key=Vjl1T1d6enNGeTJITWU1Szd3dGJnM0lidzk0dnRR	Suzanne Vega setlist (printed)	80601a56-4ecf-4068-8e63-283963cf8df1;f22b258c-a958-4d30-b187-f2990fe98182				1	ocr-name	
item_log.tsv:82	https://photos.google.com/share/AF1QipPsG-4Xup9glxT1SFNrqyOfa6qTx8uzGvibXgHMpeMOO0Mixr2K66rlyqtiCsxv5A?key=UDFyeFZyZ1pMV2gzNmlOVG1UdndZU2xMTk52NWR3	Sue Foley setlist (printed)	3c7046d0-4b2d-432d-b937-b1e4d6c985ff;3ae1a6c7-b9cf-4207-8642-3ac4195521b2;e2bfea0a-9afe-4cd1-a185-fb591109fea3;ba3a20ab-5b78-4088-b0bb-644501742b10;78b50a5f-625e-47c4-aa15-3c677734f32d				1	ocr-name	
item_log.tsv:83 ; item_log.tsv:84 ; item_log.tsv:85 ; item_log.tsv:86	https://photos.google.com/share/AF1QipOJRpgKFcr8R5_0OKS53LsPLtvkdpaii7lY2wgIuDObBOoMgWfs71YH5QzKlv3ECw?key=dXUtSU9yQ1MwUm1MZEoybU5QcFdyZ0RMMDRNM0xR	Judith Hill setlist (handwritten) / Pee Wee Hill setlist (handwritten) / Michiko Hill setlist (handwritten) / Shadrack "Shaddy" Oppong setlist (handwritten)	63b9b9df-4a87-4686-88e5-55cf2c191e2b;d8145cdf-3b5c-4b52-9a3a-a8de6f223d80				1	ocr-name	
item_log.tsv:87	https://photos.google.com/share/AF1QipPvKVBTfl3-Qh-v3k1uv2sm9dzlJfa-YuBZUDEHOfN8X5pMXviuR8gMnl5FPgJzHA?key=UjdSR0tDdnFJOEs4ckZmbWl6blRZR0pEWXVFZzlR	Kanene Pipkin setlist (printed)	28db4007-980d-4ca6-b706-f725e3fa3a2c;bb9360ef-e661-4cce-a6f7-ae7568bcf2d2;e3402b38-8720-4d05-b39b-081d317453a0;3b2e7341-8f8a-4b97-a784-75b320e99313;6f96dfd7-9a23-4a96-a5c5-97fc66cc49d7;6bb91dba-9bea-44be-9317-8a0a03097d5c				1	date:2025-11-14	
item_log.tsv:88	https://photos.google.com/share/AF1QipNDe1j7-yb8IRqT1_TiM-eaKqRpiCh6fEJNo4hQYJjm-FWWpkWFRz6onJGERA0F-g?key=Q28xX0JGR19iaFRYQjBNdjhXdDhINFgzS2FXMWx3	JJ Grey setlist (printed)	5a55c1f0-1cba-4331-8287-8a35d98c4ca6				2	date:2024-04-13|ocr-name	
item_log.tsv:89	https://photos.google.com/share/AF1QipP5vp9_BKvnDtbT84y_IXEhWM_2dSyz1yFf7VVWNHeLSMItYvktaZOAQwpGzah9Kw?key=d0cwcHlJeVEwNFVMbXhIYkpLZGVXN0dUOHJHc29R	Kingsley Flood setlist (printed)					1	date:2023-09-09	
item_log.tsv:90	https://photos.google.com/share/AF1QipNgwRe2LYvOEPVEUdaJ9nMXlhWma1HyeEfXAVPPKXXMhLqQ-__H16tPaz92JYJ8nw?key=dEJnTGlDQU5UbXpYNm1fMmltdUlFUWZjNWowNEpB	Sonny Landreth setlist (printed)	061dee9f-0a96-42be-a8f1-aa26994b87ea		061dee9f-0a96-42be-a8f1-aa26994b87ea		3	ocr-name|ocr:7songs	
item_log.tsv:91	https://photos.google.com/share/AF1QipOA_r8wjiCimOIdiXg4u8Pu0iSPvsi_oyN1hDWBn9s5K8nRnGL_pwLFL-xb_WUT2w?key=dGgzVVJ2V2FQemFkdzZWNENZVDktSzg2azcyaHRB	Danielle Nicole setlist (handwritten)	58d5728c-c8c8-4b35-a154-6cfbe418e946;a0175767-939e-4cdc-bca2-bed1d5d15d73;7c00e47b-6d00-4f89-9ef4-6c85f14c6ebe;5a55c1f0-1cba-4331-8287-8a35d98c4ca6				1	ocr-name	
item_log.tsv:92 ; item_log.tsv:93	https://photos.google.com/share/AF1QipOYkKXMbmLIWyem7ObZEosLVeYXj3VbiGF5wdiTWdzFyZmc4Ts35x6Z3W72v6SfdA?key=Q0F4R1l4eGxOT2NqN3JLSW54ZGFUdVEwVmlaRnVB	Mark Rinzel setlist (printed) / Alan Camlet setlist (printed)					0		
item_log.tsv:94	https://photos.google.com/share/AF1QipOfYFYLhczu1DrAglad3NN85SlS4XgVFT5cVkP51LJq2QisFNTtUvXyQlJ8_b2HUQ?key=aXJhSmJ3cTFNVndvaF9Ba0JRUjNmeU90ejl4R1FB	Enter the Haggis setlist (printed)					0		
item_log.tsv:95	https://photos.google.com/share/AF1QipNVDgvTwjoUZsep1aH5fLYKuFNtd3xTKJtUd51XEEPg-iZ1JYPMYltfhP7VSjlb_Q?key=dkRBQU16c2g4TkF5TTVodlRHRGRhc0tKVnM1Uzh3	Kanene Pipkin setlist (printed)	28db4007-980d-4ca6-b706-f725e3fa3a2c;bb9360ef-e661-4cce-a6f7-ae7568bcf2d2;e3402b38-8720-4d05-b39b-081d317453a0;3b2e7341-8f8a-4b97-a784-75b320e99313;6f96dfd7-9a23-4a96-a5c5-97fc66cc49d7;6bb91dba-9bea-44be-9317-8a0a03097d5c				1	date:2023-11-26	
item_log.tsv:96 ; item_log.tsv:97	https://photos.google.com/share/AF1QipNdsTpL2rZd-CwmB-Ti9MFLyybS7LPGquDiOzZbq1SGy-3d4_nFbwuIMQlBZ2Ku9Q?key=NE5GMjZTbDgyQ0g2QmROcThpOHFUa0g4ZkpaUmpn	Laura Rogers setlist (handwritten) / Lydia Slagle setlist (handwritten)	41c37a96-f857-4db8-ab49-f7ba0706ac54				0		
item_log.tsv:98	https://photos.google.com/share/AF1QipMWE40Z5q_AfrqwMDiNgg_f8N9E3Pt0xm8yHUUcXdI4vaPpyUQNfzGeAvUATgvfqA?key=M0piVnNFRkY2aVdHbk56SnNjS0s0bWo4TGdYdFJn	ZZ Ward setlist (printed)	96699f5c-8a82-412b-8c2e-9ec79ff46ec5;aee81a12-643e-4f5f-b7f4-59f3192749fd;68eb737c-ca25-4956-a6e5-c797abd2975a;a6a2e93d-a487-421f-95eb-60852083ccf5;f8a8f081-fbb7-4ac6-9774-f510d0a8315c				2	date:2023-09-08|face:date	
